File Name,Emotion,Chroma Standard Deviation,Croma Mean,MEL Standard Deviation,MEL Mean,Spectral Centroid Feature,MFCC Standard Deviation,MFCC Mean,MFCC 1st Derivative,MFCC 2nd Derivative,Root Mean Square Mean,Spectral Rolloff Mean,Spectral Rolloff Range,Zero Crossing Rate,
7425,1079_ITS_ANG_XX.wav,angry,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201,0.014895201
7426,1079_ITS_DIS_XX.wav,disgust,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534,0.021714534
7427,1079_ITS_FEA_XX.wav,fearful,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889,0.244569889
7428,1079_ITS_HAP_XX.wav,happy,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164,0.031200164
7429,1079_ITS_NEU_XX.wav,neutral,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568,0.001969568
7430,1079_ITS_SAD_XX.wav,sad,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264,0.000647264
7431,1079_IWL_ANG_XX.wav,angry,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058,0.053198058
7432,1079_IWL_DIS_XX.wav,disgust,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385,0.006009385
7433,1079_IWL_FEA_XX.wav,fearful,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554,0.014835554
7434,1079_IWL_HAP_XX.wav,happy,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042,0.018029042
7435,1079_IWL_NEU_XX.wav,neutral,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058,0.00311058
7436,1079_IWL_SAD_XX.wav,sad,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919,0.001184919
7437,1079_IWW_ANG_XX.wav,angry,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365,0.005910365
7438,1079_IWW_DIS_XX.wav,disgust,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133,0.008159133
7439,1079_IWW_FEA_XX.wav,fearful,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149,0.004498149
7440,1079_IWW_HAP_XX.wav,happy,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617,0.041625617
7441,1079_IWW_NEU_XX.wav,neutral,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792,0.002614792
7442,1079_IWW_SAD_XX.wav,sad,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842,0.00085842
7443,1079_MTI_ANG_XX.wav,angry,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825,0.022504825
7444,1079_MTI_DIS_XX.wav,disgust,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487,0.005402487
7445,1079_MTI_FEA_XX.wav,fearful,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275,0.0627275
7446,1079_MTI_HAP_XX.wav,happy,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154,0.021796154
7447,1079_MTI_NEU_XX.wav,neutral,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503,0.00175503
7448,1079_MTI_SAD_XX.wav,sad,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578,0.001971578
7449,1079_TAI_ANG_XX.wav,angry,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469,0.161822469
7450,1079_TAI_DIS_XX.wav,disgust,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847,0.011114847
7451,1079_TAI_FEA_XX.wav,fearful,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635,0.071742635
7452,1079_TAI_HAP_XX.wav,happy,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662,0.013116662
7453,1079_TAI_NEU_XX.wav,neutral,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427,0.002799427
7454,1079_TAI_SAD_XX.wav,sad,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887,0.000938887
7455,1079_TIE_ANG_XX.wav,angry,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687,0.057102687
7456,1079_TIE_DIS_XX.wav,disgust,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445,0.005216445
7457,1079_TIE_FEA_XX.wav,fearful,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806,0.019783806
7458,1079_TIE_HAP_XX.wav,happy,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107,0.039986107
7459,1079_TIE_NEU_XX.wav,neutral,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825,0.000451825
7460,1079_TIE_SAD_XX.wav,sad,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642,0.000466642
7461,1079_TSI_ANG_XX.wav,angry,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815,0.035294815
7462,1079_TSI_DIS_XX.wav,disgust,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355,0.007830355
7463,1079_TSI_FEA_XX.wav,fearful,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597,0.098669597
7464,1079_TSI_HAP_XX.wav,happy,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237,0.012047237
7465,1079_TSI_NEU_XX.wav,neutral,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432,0.001406432
7466,1079_TSI_SAD_XX.wav,sad,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803,0.001496803
7467,1079_WSI_ANG_XX.wav,angry,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333,0.027305333
7468,1079_WSI_DIS_XX.wav,disgust,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748,0.012007748
7469,1079_WSI_FEA_XX.wav,fearful,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177,0.210046177
7470,1079_WSI_HAP_XX.wav,happy,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785,0.039615785
7471,1079_WSI_NEU_XX.wav,neutral,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604,0.001798604
7472,1079_WSI_SAD_XX.wav,sad,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079,0.001077079
7473,1080_DFA_ANG_XX.wav,angry,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264,0.083260264
7474,1080_DFA_DIS_XX.wav,disgust,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035,0.000976035
7475,1080_DFA_FEA_XX.wav,fearful,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469,0.000583469
7476,1080_DFA_HAP_XX.wav,happy,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619,0.010002619
7477,1080_DFA_NEU_XX.wav,neutral,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152,0.003179152
7478,1080_DFA_SAD_XX.wav,sad,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179,0.000471179
7479,1080_IEO_ANG_HI.wav,angry,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243,0.556072243
7480,1080_IEO_ANG_LO.wav,angry,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196,0.003101196
7481,1080_IEO_ANG_MD.wav,angry,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945,0.056656945
7482,1080_IEO_DIS_HI.wav,disgust,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129,0.008316129
7483,1080_IEO_DIS_LO.wav,disgust,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504,0.002183504
7484,1080_IEO_DIS_MD.wav,disgust,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011,0.009883011
7485,1080_IEO_FEA_HI.wav,fearful,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494,0.24387494
7486,1080_IEO_FEA_LO.wav,fearful,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937,0.001449937
7487,1080_IEO_FEA_MD.wav,fearful,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767,0.000898767
7488,1080_IEO_HAP_HI.wav,happy,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193,0.063300193
7489,1080_IEO_HAP_LO.wav,happy,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466,0.003095466
7490,1080_IEO_HAP_MD.wav,happy,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541,0.015531541
7491,1080_IEO_NEU_XX.wav,neutral,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477,0.001184477
7492,1080_IEO_SAD_HI.wav,sad,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023,0.016366023
7493,1080_IEO_SAD_LO.wav,sad,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114,0.001238114
7494,1080_IEO_SAD_MD.wav,sad,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462,0.000341462
7495,1080_IOM_ANG_XX.wav,angry,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247,0.111884247
7496,1080_IOM_DIS_XX.wav,disgust,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763,0.002807763
7497,1080_IOM_FEA_XX.wav,fearful,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786,0.002409786
7498,1080_IOM_HAP_XX.wav,happy,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452,0.018805452
7499,1080_IOM_NEU_XX.wav,neutral,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733,0.003458733
7500,1080_IOM_SAD_XX.wav,sad,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696,0.00446696
7501,1080_ITH_ANG_XX.wav,angry,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232,0.04710232
7502,1080_ITH_DIS_XX.wav,disgust,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585,0.001968585
7503,1080_ITH_FEA_XX.wav,fearful,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051,0.000617051
7504,1080_ITH_HAP_XX.wav,happy,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221,0.006188221
7505,1080_ITH_NEU_XX.wav,neutral,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121,0.001132121
7506,1080_ITH_SAD_XX.wav,sad,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772,0.000680772
7507,1080_ITS_ANG_XX.wav,angry,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238,0.03371238
7508,1080_ITS_DIS_XX.wav,disgust,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586,0.004145586
7509,1080_ITS_FEA_XX.wav,fearful,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571,0.001585571
7510,1080_ITS_HAP_XX.wav,happy,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626,0.004672626
7511,1080_ITS_NEU_XX.wav,neutral,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625,0.002967625
7512,1080_ITS_SAD_XX.wav,sad,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305,0.001481305
7513,1080_IWL_ANG_XX.wav,angry,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121,0.158855121
7514,1080_IWL_DIS_XX.wav,disgust,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493,0.009338493
7515,1080_IWL_FEA_XX.wav,fearful,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261,0.005916261
7516,1080_IWL_HAP_XX.wav,happy,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332,0.008919332
7517,1080_IWL_NEU_XX.wav,neutral,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287,0.003000287
7518,1080_IWL_SAD_XX.wav,sad,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899,0.000899
7519,1080_IWW_ANG_XX.wav,angry,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694,0.0712694
7520,1080_IWW_DIS_XX.wav,disgust,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376,0.003930376
7521,1080_IWW_FEA_XX.wav,fearful,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752,0.000956752
7522,1080_IWW_HAP_XX.wav,happy,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659,0.003383659
7523,1080_IWW_NEU_XX.wav,neutral,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053,0.002132053
7524,1080_IWW_SAD_XX.wav,sad,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721,0.000398721
7525,1080_MTI_ANG_XX.wav,angry,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166,0.077638166
7526,1080_MTI_DIS_XX.wav,disgust,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395,0.003286395
7527,1080_MTI_FEA_XX.wav,fearful,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765,0.001911765
7528,1080_MTI_HAP_XX.wav,happy,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461,0.012230461
7529,1080_MTI_NEU_XX.wav,neutral,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939,0.005051939
7530,1080_MTI_SAD_XX.wav,sad,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263,0.002428263
7531,1080_TAI_ANG_XX.wav,angry,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429,0.135760429
7532,1080_TAI_DIS_XX.wav,disgust,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298,0.006341298
7533,1080_TAI_FEA_XX.wav,fearful,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388,0.014093388
7534,1080_TAI_HAP_XX.wav,happy,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664,0.032370664
7535,1080_TAI_NEU_XX.wav,neutral,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807,0.004971807
7536,1080_TAI_SAD_XX.wav,sad,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864,0.00283864
7537,1080_TIE_ANG_XX.wav,angry,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488,0.014689488
7538,1080_TIE_DIS_XX.wav,disgust,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592,0.000551592
7539,1080_TIE_FEA_XX.wav,fearful,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624,0.000811624
7540,1080_TIE_HAP_XX.wav,happy,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806,0.011177806
7541,1080_TIE_NEU_XX.wav,neutral,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224,0.001229224
7542,1080_TIE_SAD_XX.wav,sad,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514,0.000535514
7543,1080_TSI_ANG_XX.wav,angry,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598,0.074079598
7544,1080_TSI_DIS_XX.wav,disgust,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465,0.000246465
7545,1080_TSI_FEA_XX.wav,fearful,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204,0.009609204
7546,1080_TSI_HAP_XX.wav,happy,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884,0.006254884
7547,1080_TSI_NEU_XX.wav,neutral,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605,0.005807605
7548,1080_TSI_SAD_XX.wav,sad,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948,0.000240948
7549,1080_WSI_ANG_XX.wav,angry,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139,0.14948139
7550,1080_WSI_DIS_XX.wav,disgust,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503,0.004288503
7551,1080_WSI_FEA_XX.wav,fearful,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798,0.006373798
7552,1080_WSI_HAP_XX.wav,happy,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178,0.006558178
7553,1080_WSI_NEU_XX.wav,neutral,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396,0.00233396
7554,1080_WSI_SAD_XX.wav,sad,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753,0.00090753
7555,1081_DFA_ANG_XX.wav,angry,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087,0.087226087
7556,1081_DFA_DIS_XX.wav,disgust,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493,0.000994493
7557,1081_DFA_FEA_XX.wav,fearful,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393,0.000172393
7558,1081_DFA_HAP_XX.wav,happy,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382,0.020186382
7559,1081_DFA_NEU_XX.wav,neutral,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162,0.00146162
7560,1081_DFA_SAD_XX.wav,sad,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437,0.000565437
